 ,Area,Mean,Min,Max
680,50.286,1519.276,468,3834
681,131.004,613.416,101,1534
682,125.946,420.320,98,1071
683,164.557,647.992,151,2349
684,49.477,377.713,73,1051
685,106.670,473.394,132,1094
686,86.527,632.774,84,1506
687,122.941,412.934,0,3462
688,68.002,432.874,113,1482
689,105.341,352.629,0,915
690,52.945,612.281,86,1497
691,69.649,1607.484,613,4293
692,124.819,530.473,77,2550
693,82.914,482.190,112,1358
694,44.246,392.715,134,850
695,76.903,1945.794,18,7488
696,95.312,393.616,0,956
697,45.518,406.394,61,1353
698,164.990,483.316,0,1403
699,97.595,443.064,5,1754
700,103.173,383.129,65,967
701,137.420,1602.562,154,6372
702,92.249,348.849,100,915
703,109.502,376.924,0,1726
704,77.250,470.688,60,1785
705,130.281,649.641,169,1520
706,49.679,592.834,95,1354
707,44.304,474.545,79,1094
708,85.342,1671.613,158,7229
709,44.130,363.478,85,811
710,116.091,422.579,100,895
711,89.128,461.880,23,1280
712,122.738,335.872,78,1024
713,161.118,423.167,70,1153
714,116.091,611.980,135,1988
715,76.990,677.471,137,1875
716,108.780,452.747,128,1023
717,88.347,472.667,77,1434
718,113.895,505.336,47,1114
719,127.044,479.161,142,922
720,107.392,1860.772,114,12072
721,85.082,494.438,130,1692
722,71.152,403.750,150,751
723,113.837,375.371,81,957
724,161.927,361.746,0,1190
725,144.529,514.978,64,1324
726,99.040,975.919,181,3237
727,65.112,403.432,82,765
728,52.627,1055.166,122,3082
729,101.699,426.661,125,987
730,100.659,729.810,212,1619
731,161.175,419.892,103,1001
732,98.694,386.596,124,737
733,91.353,419.234,140,1341
734,153.488,297.898,0,1062
735,63.580,351.601,44,1021
736,89.330,391.926,0,974
737,142.361,312.027,0,970
738,113.519,1203.757,182,2798
739,247.644,844.707,67,2626
740,94.387,396.299,112,795
741,113.433,1009.049,326,2427
742,109.329,390.924,27,1047
743,64.909,485.792,132,948
744,110.051,407.629,91,840
745,170.481,553.588,167,1454
746,102.017,351.932,110,862
747,55.950,621.096,200,2303
748,56.615,509.567,157,5344
749,106.525,471.130,119,1518
750,172.822,788.040,119,5108
751,79.851,1114.291,478,2119
752,109.444,423.317,88,1225
753,114.213,587.395,95,1724
754,147.014,695.574,102,2303
755,128.952,342.633,87,775
756,72.337,422.443,93,1233
757,63.118,667.877,198,2444
758,56.239,431.429,13,1049
759,170.712,383.606,41,1132
760,85.024,2568.506,215,11719
761,107.277,370.656,96,936
762,86.093,460.409,62,1102
763,81.845,664.540,130,2142
764,78.348,360.725,45,1082
765,32.195,516.154,231,995
766,185.365,505.746,67,1454
767,99.589,390.701,54,1123
768,55.026,673.303,88,2488
769,57.424,434.973,110,903
770,153.459,332.215,0,842
771,145.887,368.477,0,857
772,82.827,469.420,80,1217
773,106.554,698.028,114,3746
774,86.122,1789.062,105,9284
775,73.406,721.854,143,5123
776,177.244,548.518,71,1333
777,33.004,578.129,237,1016
778,57.280,401.685,101,745
779,113.577,466.979,0,1111
780,186.232,360.645,0,1087
781,41.154,1489.592,353,9103
782,102.479,379.963,50,740
783,94.330,450.227,108,1174
784,88.954,389.156,0,891
785,90.515,430.615,156,1049
786,126.784,426.421,118,1591
787,142.506,373.084,60,854
788,164.846,320.159,49,821
789,63.956,869.470,76,4181
790,121.727,367.186,79,1138
791,105.890,360.979,81,764
792,120.658,3903.398,272,13120
793,114.820,1006.329,48,7859
794,116.987,456.442,119,1395
795,50.286,457.447,178,992
796,44.419,439.958,47,771
797,67.828,555.158,132,1499
798,96.237,430.525,128,1392
799,118.519,389.965,0,980
800,62.453,358.044,22,892
801,140.859,458.545,0,1286
802,111.323,362.242,116,901
803,63.291,640.337,129,2756
804,138.633,578.248,52,1841
805,74.880,346.924,11,793
806,108.837,390.850,83,1368
807,141.148,392.786,33,1144
808,49.708,485.059,194,1395
809,35.460,665.271,195,2103
810,130.137,334.886,38,793
811,108.837,1882.074,111,11818
812,164.210,460.766,0,2021
813,53.465,475.703,0,1181
814,102.682,465.019,60,2579
815,25.056,671.331,324,1298
816,61.268,681.950,83,3257
817,139.327,373.363,50,1036
818,115.716,311.184,41,672
819,72.597,355.804,9,1728
820,132.102,513.389,0,2062
821,72.481,351.631,50,702
822,34.102,587.415,0,1427
823,148.951,574.912,85,1520
824,108.577,598.112,145,2141
825,51.326,358.216,44,1010
826,107.999,402.064,56,2434
827,62.944,471.076,87,1945
828,73.088,375.239,90,1241
829,81.989,375.278,35,1061
830,20.808,343.903,0,719
831,102.653,393.827,132,919
832,180.452,356.946,34,1075
833,108.577,444.754,44,1242
834,175.221,491.551,77,1235
835,76.152,582.409,179,1292
836,36.674,459.524,124,861
837,179.960,503.027,99,1732
838,57.627,353.627,131,737
839,114.589,530.271,135,1139
840,98.144,342.797,0,945
841,129.501,461.876,48,1243
842,116.207,974.519,172,2365
843,93.203,622.911,88,4476
844,45.344,523.467,168,2051
845,122.883,392.845,0,1007
846,55.604,464.347,134,1366
847,147.852,569.622,125,1536
848,57.338,386.079,0,1991
849,100.977,364.656,0,879
850,144.298,372.840,71,2226
851,83.926,567.960,82,1234
852,62.453,414.532,53,854
853,63.436,439.177,80,897
854,109.618,531.117,120,1494
855,80.891,422.697,89,1150
856,89.532,1656.169,97,6443
857,128.316,426.442,115,1073
858,105.572,535.708,56,1776
859,75.949,882.297,67,2384
860,81.122,516.852,103,1811
861,113.837,529.142,116,2004
862,48.350,544.831,132,2256
863,65.776,408.767,50,927
864,124.877,599.016,83,1396
865,175.683,806.103,21,4796
866,137.506,1941.887,115,9945
867,100.312,3317.610,75,16704
868,94.156,437.490,0,1335
869,166.146,478.934,78,1041
870,106.612,480.269,72,5005
871,128.287,957.253,354,1930
872,77.828,333.322,0,783
873,124.588,602.993,132,1620
874,134.847,1613.492,297,7185
875,158.054,419.576,52,1031
876,96.208,1053.227,543,1580
877,109.387,352.925,88,794
878,93.838,542.891,137,2772
879,83.608,2031.810,51,12207
880,78.724,323.927,81,736
881,105.543,400.987,118,1044
882,92.538,598.260,87,2381
883,123.721,375.165,83,900
884,145.136,433.454,101,1024
885,46.442,338.261,81,773
886,109.242,623.707,164,1492
887,100.254,373.469,59,800
888,56.557,395.406,32,1180
889,87.018,395.390,73,891
890,134.819,818.337,137,2101
891,136.321,631.404,87,1298
892,39.593,399.269,0,1129
893,129.530,489.798,102,2346
894,125.166,442.422,139,1064
895,67.597,1340.166,187,2896
896,77.134,332.381,0,726
897,100.543,353.996,70,949
898,133.836,384.734,124,810
899,72.221,385.207,151,759
900,38.524,405.578,40,1345
901,110.022,460.124,62,1206
902,39.275,474.817,151,1210
903,142.101,548.343,78,1219
904,101.526,2369.683,212,9518
905,98.376,479.492,96,1447
906,60.574,814.074,58,3074
907,85.053,409.286,102,1366
908,65.170,690.840,72,1823
909,97.133,688.753,191,2351
910,109.358,453.338,27,972
911,53.032,309.206,68,788
912,149.586,479.341,110,1330
913,107.508,591.142,228,1431
914,103.029,454.064,109,818
915,124.415,435.415,49,1340
916,134.819,384.800,0,914
917,157.303,339.172,0,838
918,99.647,676.222,170,1557
919,63.147,1864.127,196,12024
920,139.240,407.044,48,1135
921,159.701,5884.062,273,17310
922,99.878,665.880,241,1654
923,122.709,346.613,57,764
924,73.926,780.310,102,2140
925,74.707,320.263,75,736
926,104.271,362.989,108,932
927,110.051,471.281,125,970
928,165.164,629.196,212,1857
929,59.072,306.461,52,675
930,75.545,355.138,85,1075
931,136.408,438.945,81,1105
932,138.258,438.343,55,1281
933,116.091,382.895,124,937
934,47.107,498.456,117,1178
935,19.652,575.603,234,1169
936,127.594,366.663,56,972
937,170.481,446.351,134,975
938,177.937,765.383,29,2111
939,65.892,2077.489,179,10150
940,97.827,399.026,87,894
941,169.267,362.413,0,1057
942,186.867,568.839,141,1353
943,112.190,710.115,101,1367
944,120.340,3131.440,225,13995
