 ,Area,Mean,Min,Max
578,128.865,1288.190,610,2287
579,72.886,1332.398,863,1952
580,165.048,1729.312,1375,2129
581,116.698,1298.794,926,3339
582,97.422,1059.773,820,1313
583,76.152,1569.323,1032,3906
584,54.737,1049.419,603,1664
585,71.470,1242.022,1013,1505
586,52.396,1647.713,1391,3011
587,139.182,1224.277,931,1698
588,29.102,1730.015,1208,3191
589,165.366,1525.062,1225,1941
590,30.490,1191.978,1007,1491
591,62.193,1726.133,1347,3832
592,48.379,1170.384,861,1453
593,102.768,1448.255,996,2270
594,61.124,1429.798,1066,1733
595,131.842,1550.945,1046,2856
596,50.315,1599.383,1170,2243
597,118.172,1380.727,1094,1883
598,185.162,1614.215,1329,1932
599,68.580,1263.485,896,1663
600,72.886,1965.335,1187,4089
601,82.192,1385.437,1121,1701
602,104.647,1440.418,1051,2065
603,121.525,1719.320,1323,2305
604,113.982,1234.431,884,1624
605,77.250,1322.795,1000,1876
606,133.663,1273.027,1004,1987
607,25.605,1127.673,883,1509
608,77.799,1203.123,889,1725
609,108.346,1451.671,1099,4233
610,165.684,1522.608,1152,2720
611,90.255,1295.115,952,1839
612,90.775,1150.636,853,1902
613,147.419,1270.116,720,2829
614,59.736,1733.302,1442,2068
615,93.665,1179.247,657,1881
616,94.965,1672.337,1289,2072
617,83.694,1459.671,1078,2182
618,65.227,1214.637,834,1581
619,141.090,1215.076,924,1619
620,77.394,1165.414,854,1518
621,169.903,1548.994,1197,1952
622,75.689,1767.058,1260,2655
623,163.805,1235.373,893,1740
624,86.440,1197.770,883,1575
625,78.550,1736.816,1472,2147
626,60.517,1139.974,854,1452
627,104.185,1436.198,896,2247
628,73.117,1691.824,1344,2189
629,120.397,1241.967,895,1691
630,136.437,1751.404,1274,2532
631,67.250,1332.813,1065,1604
632,123.519,1795.926,1340,2531
633,81.238,1139.682,823,1576
634,72.626,1471.788,1230,1929
635,155.280,1209.972,924,1742
636,125.773,1595.362,1059,3294
637,91.989,1166.295,748,1898
638,124.877,1127.141,833,1738
639,90.775,1243.036,972,1831
640,101.439,1237.962,930,2012
641,122.103,1233.038,956,1859
642,121.409,1110.094,860,1376
643,70.978,1248.694,958,1646
644,121.958,1278.012,933,2355
645,165.106,1322.703,769,2517
646,66.846,1329.132,1078,1682
647,60.719,1168.977,688,1802
648,97.075,1202.634,924,1787
649,110.745,1519.163,1104,2406
650,90.977,1733.457,1341,2103
651,135.079,1258.866,943,1731
652,103.924,1249.004,877,1953
653,86.209,1212.252,959,1594
654,135.079,1724.008,1368,2069
655,56.991,1314.832,994,1763
656,77.712,1737.491,1352,2434
657,114.039,1129.722,816,1739
658,84.157,1228.844,932,1688
659,38.466,1251.972,1008,1582
660,141.408,1755.143,1205,2341
661,125.975,1940.931,1416,3061
662,73.030,1754.584,1431,2585
663,138.287,1443.865,1020,2065
664,71.325,1240.179,910,1932
665,102.508,1797.696,1504,2202
666,38.032,1186.855,933,1682
667,155.424,1646.561,1333,1972
668,108.144,1163.823,945,1415
669,94.792,1417.251,1139,1761
670,137.911,1539.565,1235,2219
671,87.394,1277.540,957,2009
672,163.227,1408.783,1109,1848
673,55.257,1178.300,857,1602
674,131.322,1163.481,782,1754
675,48.234,1200.975,867,1712
676,115.051,1112.099,819,1677
677,67.886,1303.229,982,1854
678,89.099,1575.984,1293,1959
679,82.163,1513.416,1234,1895
680,50.286,1806.775,1529,2124
681,131.004,1291.755,1040,1611
682,125.946,1563.064,1131,2235
683,164.557,1268.714,985,1837
684,49.477,1458.056,1042,2143
685,106.670,1516.899,990,2579
686,86.527,1270.234,972,1694
687,122.941,1714.697,1164,2355
688,68.002,1539.113,1301,2122
689,105.341,1486.799,1187,2191
690,52.945,1442.306,1087,1864
691,69.649,1116.760,876,1341
692,124.819,1631.305,1150,2620
693,82.914,1501.279,1043,2179
694,44.246,1471.231,1237,2129
695,76.903,1538.469,1286,1762
696,95.312,1222.580,943,1467
697,45.518,1205.613,995,1509
698,164.990,1468.299,1168,2060
699,97.595,1703.367,1238,2437
700,103.173,1538.814,1209,2167
701,137.420,1735.801,1300,2137
702,92.249,1558.390,1235,2390
703,109.502,1486.307,1143,1819
704,77.250,1539.721,1137,2077
705,130.281,1761.092,1417,2202
706,49.679,1200.871,925,1750
707,44.304,1356.914,955,2218
708,85.342,1616.841,1293,1929
709,44.130,1764.089,1298,2313
710,116.091,1586.597,958,2408
711,89.128,1184.115,854,1796
712,122.738,1253.789,938,1910
713,161.118,1464.659,1031,2374
714,116.091,1761.609,1377,2984
715,76.990,1970.543,1468,2608
716,108.780,1584.384,1136,2431
717,88.347,1236.969,919,1859
718,113.895,1505.110,1057,1996
719,127.044,1883.555,1409,2952
720,107.392,1865.935,1537,5387
721,85.082,1700.794,1310,2533
722,71.152,1851.198,1496,2579
723,113.837,1228.111,946,3050
724,161.927,1738.372,1294,2300
725,144.529,1314.731,1034,1774
726,99.040,1787.904,1354,2303
727,65.112,1508.847,1202,1862
728,52.627,1082.992,870,1313
729,101.699,1762.154,1404,2127
730,100.659,1283.604,1018,2193
731,161.175,1477.508,1114,2506
732,98.694,1645.056,1196,5819
733,91.353,1531.879,1123,2413
734,153.488,1205.694,905,2785
735,63.580,1600.103,1060,2608
736,89.330,1251.811,964,1580
737,142.361,1494.565,1235,2142
738,113.519,1783.784,1431,2262
739,247.644,1771.502,1387,2140
740,94.387,1187.097,910,1429
741,113.433,1140.109,871,1451
742,109.329,1228.711,939,1797
743,64.909,1455.661,1064,2219
744,110.051,1643.719,1248,2870
745,170.481,1776.259,1358,3173
746,102.017,1562.908,1195,2100
747,55.950,1734.578,1302,2459
748,56.615,1821.533,1347,2323
749,106.525,1778.643,1450,2298
750,172.822,1594.474,1228,2138
751,79.851,1298.513,1033,2354
752,109.444,1310.049,1018,2224
753,114.213,1197.518,865,1561
754,147.014,1811.011,1348,3463
755,128.952,1168.744,731,1975
756,72.337,1254.502,768,2598
757,63.118,1762.036,1285,2274
758,56.239,1130.160,764,1902
759,170.712,1539.020,1257,2002
760,85.024,1635.604,1090,2106
761,107.277,1850.698,1371,3266
762,86.093,1165.521,898,1720
763,81.845,1814.100,1410,2498
764,78.348,1244.477,934,1826
765,32.195,1576.096,1334,1950
766,185.365,1755.421,1431,2289
767,99.589,1738.716,1417,2203
768,55.026,1194.253,690,2049
769,57.424,1556.284,1161,2182
770,153.459,1136.957,591,1845
771,145.887,1616.537,1264,2580
772,82.827,1322.633,1041,2095
773,106.554,1714.872,1237,2423
774,86.122,1725.073,1327,2595
775,73.406,1854.740,1338,3326
776,177.244,1349.096,932,2416
777,33.004,1512.013,1205,1823
778,57.280,1525.952,1221,1857
779,113.577,1437.385,1124,1808
780,186.232,1434.344,1027,2102
781,41.154,1648.367,1237,2001
782,102.479,1562.098,1230,2306
783,94.330,1837.283,1288,2532
784,88.954,1536.649,1202,2441
785,90.515,1837.497,1395,2537
786,126.784,1160.677,803,1778
787,142.506,1547.226,1256,1957
788,164.846,1326.345,985,2648
789,63.956,1728.746,1217,2270
790,121.727,1189.726,937,1764
791,105.890,1794.813,1423,2561
792,120.658,1771.481,1253,2616
793,114.820,1183.733,921,1654
794,116.987,1427.339,872,3516
795,50.286,1365.543,995,1768
796,44.419,1528.832,1234,1881
797,67.828,1829.677,1207,3077
798,96.237,1417.304,1125,2129
799,118.519,1522.239,1116,1997
800,62.453,1071.956,809,1467
801,140.859,1217.844,884,2830
802,111.323,1490.353,1018,2019
803,63.291,1149.536,704,1677
804,138.633,1184.061,938,1453
805,74.880,1492.742,1140,1869
806,108.837,1093.465,831,1729
807,141.148,1401.421,1096,2534
808,49.708,1549.280,1323,1884
809,35.460,1211.385,849,2037
810,130.137,1387.257,1110,1899
811,108.837,1785.720,1217,2581
812,164.210,1221.753,977,1665
813,53.465,1208.057,925,1727
814,102.682,1436.541,916,2687
815,25.056,1348.584,1124,1595
816,61.268,1796.251,1338,2590
817,139.327,1536.893,1201,2128
818,115.716,1718.761,1414,2034
819,72.597,1637.259,1148,5460
820,132.102,1605.788,1216,2487
821,72.481,1513.509,1211,3600
822,34.102,1855.791,1492,2304
823,148.951,1733.149,1498,2170
824,108.577,1598.630,1306,1912
825,51.326,1086.820,880,1434
826,107.999,1329.987,1071,1822
827,62.944,1242.406,934,1756
828,73.088,1813.442,1340,2744
829,81.989,1394.761,918,2097
830,20.808,1064.376,837,1391
831,102.653,1521.012,1197,1842
832,180.452,1697.120,1355,2448
833,108.577,1913.492,1363,3135
834,175.221,1624.803,1288,2461
835,76.152,1542.556,1165,2046
836,36.674,1177.699,806,1749
837,179.960,1776.476,623,2764
838,57.627,2231.083,1240,6304
839,114.589,1457.561,1186,1913
840,98.144,1594.963,1193,3152
841,129.501,1749.145,1481,2421
